r g mean median sd
97 12 0.03596 0 0.105403929662932
97 13 0.02596 0 0.0823654203076902
97 14 0.02292 0 0.0787558002694156
97 15 0.02048 0 0.0755292941465381
97 16 0.02124 0 0.0777773213199819
97 17 0.02132 0 0.080587542163488
97 18 0.02136 0 0.0821419362913834
97 19 0.0206 0 0.0816817722133397
97 20 0.01812 0 0.0743531707057204
97 21 0.01724 0 0.0729115800027574
98 0 0.246154 0.212 0.12954308818187
98 1 0.21856 0.2 0.149680762727649
98 2 0.17456 0.16 0.151746609297979
98 3 0.15048 0.08 0.163609711624151
98 4 0.14088 0.08 0.161779473970582
98 5 0.11448 0.04 0.150588866144236
98 6 0.09664 0 0.15009876761666
98 7 0.07628 0 0.136293571152632
98 8 0.07072 0 0.133610378838372
98 9 0.06444 0 0.128449155643724
98 10 0.05756 0 0.12358527306973
98 11 0.04712 0 0.109323635400847
98 12 0.04436 0 0.109417377790562
98 13 0.04032 0 0.101920976670583
98 14 0.03288 0 0.0950954717573279
98 15 0.02732 0 0.0884479544175027
98 16 0.02684 0 0.0877594218082373
98 17 0.02524 0 0.0885414139371062
98 18 0.02124 0 0.0807674797538328
98 19 0.02124 0 0.083574200845997
98 20 0.01924 0 0.0788266200977565
98 21 0.01628 0 0.0745635388197296
99 0 0.249179 0.246 0.126852293883333
99 1 0.19556 0.16 0.144564121362063
99 2 0.14256 0.08 0.150838319397289
99 3 0.10264 0.04 0.134133598409281
99 4 0.09788 0 0.141973455483981
99 5 0.10596 0 0.153229101536091
99 6 0.09616 0 0.150151256404333
99 7 0.08184 0 0.138204612495079
99 8 0.06256 0 0.121254067762484
99 9 0.05864 0 0.121114900896707
99 10 0.05908 0 0.129923183587971
99 11 0.05324 0 0.122943147094165
99 12 0.05024 0 0.119849515252696
99 13 0.04712 0 0.118747659373171
99 14 0.04144 0 0.109209216886914
99 15 0.03908 0 0.102785789477527
99 16 0.03584 0 0.101316135730491
99 17 0.03572 0 0.10294989208484
99 18 0.03392 0 0.101092300662579
99 19 0.03184 0 0.0972773214951834
99 20 0.03064 0 0.100920638996071
99 21 0.03056 0 0.102268985256261
100 0 0.247204 0.2145 0.124721649579669
100 1 0.21892 0.2 0.150888040615553
100 2 0.18624 0.16 0.157638549575643
100 3 0.17228 0.16 0.153192263086193
100 4 0.16372 0.12 0.158796025698938
100 5 0.14164 0.08 0.156653281646605
100 6 0.12844 0.04 0.157072716403067
100 7 0.11824 0 0.15864321627498
100 8 0.11984 0 0.165491273974677
100 9 0.113 0 0.15959094356908
100 10 0.1046 0 0.157074225486909
100 11 0.10224 0 0.158556370173268
100 12 0.09092 0 0.149186494731293
100 13 0.08592 0 0.151992286828165
100 14 0.077 0 0.143377673147381
100 15 0.07168 0 0.137791742002793
100 16 0.06092 0 0.13019410164867
100 17 0.0556 0 0.124486693814789
100 18 0.05256 0 0.123034075701749
100 19 0.04564 0 0.10984104631446
100 20 0.041 0 0.10577991014077
100 21 0.03568 0 0.0977532265109101
